kara_gpa,kara_work,dave_gpa,dave_work,james_gpa,james_cf,linda_gpa,linda_cf,num1,num2,num3,num4,state,gender,education,pid - Selected Choice,pid - Other party (please specify below) - Text,pid_dem,pid_rep,pid_ind,political_attn,age,race,relig,"Thanks again for helping with our research. If you have any final questions or comments, feel free to leave them here. Please click through to the next screen to receive your MTurk code.",james_cond,cf_race,cf_spouse,cf_relig,linda,cf_race - Topics,james_dem,james_rep,james_partisan,james_no_cf,james_dem_cf,james_rep_cf,james_cf_n,james_cond_n,linda_cf_n
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,100,1 in 12,100,Georgia,Female,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,7,50-64,Black/African American,Other,Thank you!,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,1,1 in 12,1,Florida,Female,Some college,Democrat,NA,Not very strong Democrat,NA,NA,6,50-64,White/Caucasian,Agnostic,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
3.00 - 3.49,Kara works for a tech company,2.50 - 2.99,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Arkansas,Female,Bachelor's degree,Republican,NA,NA,Strong Republican,NA,9,40-49,White/Caucasian,"Evangelical Protestant (e.g., Baptist, Pentecostal)",NA,control,white,Karen,NA,liberal,NA,0,0,0,0,0,1,3,Control,1
3.80 - 4.00,Kara works for a financial company,3.00 - 3.49,Somewhat unlikely,3.00 - 3.49,James works in sales,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.001,Arizona,Female,High school degree or equivalent,Independent,NA,NA,NA,Closer to Republican,1,40-49,White/Caucasian,Atheist,NA,control,white,Karen,NA,conservative,NA,0,0,0,1,0,0,2,Control,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Neither likely nor unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Ohio,Female,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,7,18-29,White/Caucasian,Agnostic,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
3.00 - 3.49,Kara works for an art museum,3.50 - 3.79,Very likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,100,1 in 12,0.1,New York,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,8,18-29,White/Caucasian,Catholic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.50 - 3.79,Kara works for a financial company,3.00 - 3.49,Somewhat unlikely,3.00 - 3.49,James works in sales,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.01,California,Male,Advanced degree,Republican,NA,NA,Not very strong Republican,NA,9,65+,White/Caucasian,Atheist,NA,control,white,Karen,NA,conservative,NA,0,0,0,1,0,0,2,Control,1
3.50 - 3.79,Kara works for a tech company,2.50 - 2.99,Somewhat unlikely,3.80 - 4.00,James works in sales,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Arizona,Male,Bachelor's degree,Independent,NA,NA,NA,Neither,9,18-29,White/Caucasian,Atheist,Thanks!,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,1,0,0,2,Representative of Dems.,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Neither likely nor unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,1,Pennsylvania,Male,Some college,Independent,NA,NA,NA,Closer to Democratic,4,18-29,White/Caucasian,Atheist,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
3.50 - 3.79,Kara works for a financial company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,200,3,1 in 12,1,Texas,Male,Bachelor's degree,Independent,NA,NA,NA,Closer to Democratic,6,18-29,White/Caucasian,Agnostic,"thanks.  

Impeach Trump!",rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,1,0,1,Representative of Reps.,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Neither likely nor unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Massachusetts,Male,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,6,30-39,White/Caucasian,Atheist,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,0,1,3,Control,1
3.80 - 4.00,Kara works for a financial company,3.00 - 3.49,Somewhat unlikely,3.00 - 3.49,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Kentucky,Male,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,9,30-39,White/Caucasian,Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.50 - 3.79,Kara works for an art museum,3.80 - 4.00,Somewhat likely,3.00 - 3.49,James works in sales,3.50 - 3.79,Linda is a bank teller,500,1,1 in 12,0.01,Arizona,Male,Some college,Democrat,NA,Strong Democrat,NA,NA,6,18-29,White/Caucasian,Agnostic,NA,control,white,Karen,NA,conservative,NA,0,0,0,1,0,0,2,Control,0
3.50 - 3.79,Kara works for a financial company,3.50 - 3.79,Somewhat unlikely,3.50 - 3.79,James works in sales,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.001,Texas,Female,Some college,Democrat,NA,Strong Democrat,NA,NA,2,18-29,Hispanic/Latino,Catholic,no comments,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,1,0,0,2,Representative of Reps.,1
3.00 - 3.49,Kara works for a financial company,2.50 - 2.99,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.0001,New Jersey,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,8,18-29,White/Caucasian,Catholic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
2.50 - 2.99,Kara works for a financial company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,666,1,1 in 12,0.1,Washington,Male,Bachelor's degree,Independent,NA,NA,NA,Neither,0,18-29,White/Caucasian,Atheist,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
3.50 - 3.79,Kara works for an art museum,3.00 - 3.49,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.1,Florida,Male,Advanced degree,Republican,NA,NA,Strong Republican,NA,8,30-39,White/Caucasian,"Evangelical Protestant (e.g., Baptist, Pentecostal)",NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,1,0,1,Representative of Dems.,0
3.00 - 3.49,Kara works for a tech company,2.50 - 2.99,Neither likely nor unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.05,Michigan,Female,Some college,Independent,NA,NA,NA,Closer to Democratic,6,40-49,White/Caucasian,Atheist,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.80 - 4.00,Kara works for a tech company,2.50 - 2.99,Very unlikely,3.80 - 4.00,James works in sales,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.001,Connecticut,Male,High school degree or equivalent,Democrat,NA,Not very strong Democrat,NA,NA,6,18-29,Hispanic/Latino,Other,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,1,0,0,2,Representative of Reps.,0
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Georgia,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,9,30-39,"White/Caucasian,Hispanic/Latino",Catholic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Connecticut,Male,Some college,Republican,NA,NA,Strong Republican,NA,8,18-29,Asian,Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,1,0,1,Representative of Reps.,1
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Somewhat likely,3.80 - 4.00,James works in sales,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Indiana,Female,Some college,Republican,NA,NA,Not very strong Republican,NA,3,30-39,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,1,0,0,2,Representative of Reps.,1
3.00 - 3.49,Kara works for a tech company,2.49 or below,Somewhat likely,3.00 - 3.49,James works in sales and is an active supporter of the Republican Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Washington,Female,Advanced degree,Democrat,NA,Strong Democrat,NA,NA,10,30-39,White/Caucasian,Agnostic,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,0,1,3,Control,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.50 - 3.79,James works in sales,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,1,New York,Female,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,7,18-29,White/Caucasian,Atheist,NA,control,white,Karen,NA,liberal,NA,0,0,0,1,0,0,2,Control,1
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Very likely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,10%,Georgia,Male,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,9,30-39,White/Caucasian,Agnostic,I thoroughly enjoyed it! Thank you so much!,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,1,0,1,Representative of Dems.,0
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Very likely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.001,Texas,Female,High school degree or equivalent,Democrat,NA,Strong Democrat,NA,NA,7,50-64,White/Caucasian,"Evangelical Protestant (e.g., Baptist, Pentecostal)",NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Florida,Male,High school degree or equivalent,Democrat,NA,Not very strong Democrat,NA,NA,7,30-39,White/Caucasian,Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.50 - 3.79,Kara works for a financial company,2.50 - 2.99,Somewhat unlikely,3.00 - 3.49,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Kentucky,Female,Bachelor's degree,Independent,NA,NA,NA,Neither,5,18-29,White/Caucasian,Agnostic,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,0,1,3,Control,1
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Neither likely nor unlikely,3.00 - 3.49,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,1,California,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,2,30-39,Asian,Agnostic,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,1,0,1,Control,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,10,Louisiana,Female,High school degree or equivalent,Independent,NA,NA,NA,Closer to Republican,8,30-39,White/Caucasian,Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,1,0,1,Representative of Reps.,1
3.00 - 3.49,Kara works for an art museum,3.00 - 3.49,Somewhat likely,3.00 - 3.49,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,New York,Female,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,9,30-39,Black/African American,Catholic,"The original link of the survey ""https://ucberkeleypolisci.az1.qualtrics.com/jfe/form/SV_esrmMxWo0kG1g5n&workerId=A1XTZBD6M60PYD"" gave many problems and may not work at times. However, this link ""https://ucberkeleypolisci.az1.qualtrics.com/jfe/form/SV_esrmMxWo0kG1g5n"" without the worker ID worked. I work with computers and can usually find my way around faulty links. Just wanted to let you know that my worker ID is A1XTZBD6M60PYD and I completed this survey honestly after my workaround. I have not completed this survey before. I wanted to alert you to this problem. Thanks you for the opportunity.",dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a financial company,3.50 - 3.79,Very likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.01,Illinois,Male,Bachelor's degree,Republican,NA,NA,Strong Republican,NA,6,30-39,Hispanic/Latino,"Evangelical Protestant (e.g., Baptist, Pentecostal)",None,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
3.80 - 4.00,Kara works for an art museum,3.50 - 3.79,Very likely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,1,Illinois,Female,Some college,Independent,NA,NA,NA,Neither,10,50-64,White/Caucasian,Catholic,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,1,0,1,Control,1
3.50 - 3.79,Kara works for a tech company,3.80 - 4.00,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller,500,10,1 in 12,0.1,Florida,Male,Bachelor's degree,Other party (please specify below),democrat,NA,NA,Closer to Democratic,4,30-39,Asian,Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,0
3.50 - 3.79,Kara works for a tech company,3.50 - 3.79,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Florida,Male,Bachelor's degree,Independent,NA,NA,NA,Neither,2,40-49,White/Caucasian,Other,"I had to remove the worker ID part from the link on the entry URL to the study because it would not work, my worker ID is A3RLCGRXA34GC0",dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Connecticut,Female,High school degree or equivalent,Democrat,NA,Not very strong Democrat,NA,NA,5,18-29,Black/African American,Agnostic,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
3.50 - 3.79,Kara works for a financial company,3.50 - 3.79,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Georgia,Male,Bachelor's degree,Republican,NA,NA,Not very strong Republican,NA,5,30-39,White/Caucasian,Catholic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.50 - 3.79,Kara works for a financial company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Pennsylvania,Male,Advanced degree,Independent,NA,NA,NA,Closer to Democratic,6,30-39,White/Caucasian,Atheist,I received an error when clicking the link from MTurk. I deleted the URL parameter with my ID and then the survey worked. My MTurk ID is A3IWAINNJ1IZAO.,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.80 - 4.00,Kara works for a financial company,3.00 - 3.49,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Minnesota,Male,Some college,Independent,NA,NA,NA,Closer to Republican,0,40-49,White/Caucasian,Agnostic,Thank you!,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,1,0,1,Representative of Reps.,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.50 - 3.79,James works in sales,3.00 - 3.49,Linda is a bank teller,500,10,1 in 12,0.1,Ohio,Male,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,10,30-39,White/Caucasian,Atheist,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,1,0,0,2,Representative of Reps.,0
3.50 - 3.79,Kara works for a tech company,2.50 - 2.99,Somewhat unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,New Jersey,Male,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,6,40-49,White/Caucasian,Jewish,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Somewhat unlikely,3.50 - 3.79,James works in sales,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.1,Massachusetts,Female,Advanced degree,Independent,NA,NA,NA,Closer to Democratic,8,30-39,White/Caucasian,Atheist,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,1,0,0,2,Representative of Reps.,0
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.80 - 4.00,Linda is a bank teller,500,10,1 in 12,0.10%,New York,Male,Some college,Democrat,NA,Not very strong Democrat,NA,NA,10,18-29,White/Caucasian,Other,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,1,0,1,Control,0
3.50 - 3.79,Kara works for an art museum,2.50 - 2.99,Neither likely nor unlikely,3.80 - 4.00,James works in sales,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,New York,Female,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,8,40-49,Hispanic/Latino,Catholic,NA,control,white,Karen,NA,conservative,NA,0,0,0,1,0,0,2,Control,1
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.01,California,Male,High school degree or equivalent,Independent,NA,NA,NA,Closer to Democratic,10,30-39,Hispanic/Latino,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.50 - 3.79,Kara works for a financial company,3.00 - 3.49,Somewhat likely,3.80 - 4.00,James works in sales,3.50 - 3.79,Linda is a bank teller,333,10,1 in 12,1 tenth percent,Pennsylvania,Female,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,9,18-29,Black/African American,Agnostic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,1,0,0,2,Representative of Dems.,0
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.50 - 3.79,James works in sales,3.00 - 3.49,Linda is a bank teller,500,10,1 in 12,0.1,South Carolina,Male,Advanced degree,Democrat,NA,Not very strong Democrat,NA,NA,8,50-64,White/Caucasian,Buddhist,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,1,0,0,2,Representative of Dems.,0
3.80 - 4.00,Kara works for a tech company,2.50 - 2.99,Somewhat unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.01,Florida,Female,Bachelor's degree,Independent,NA,NA,NA,Closer to Republican,5,30-39,White/Caucasian,Atheist,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.50 - 3.79,Kara works for a tech company,3.50 - 3.79,Somewhat likely,3.50 - 3.79,James works in sales,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.1,Georgia,Male,Advanced degree,Democrat,NA,Not very strong Democrat,NA,NA,2,50-64,Asian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",The questions and response options are clear.,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,1,0,0,2,Representative of Reps.,0
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Wisconsin,Male,Bachelor's degree,Independent,NA,NA,NA,Neither,9,30-39,White/Caucasian,Agnostic,N/A,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.50 - 3.79,Kara works for a financial company,3.00 - 3.49,Somewhat unlikely,3.00 - 3.49,James works in sales and is an active supporter of the Democratic Party,2.50 - 2.99,Linda is a bank teller and is active in the feminist movement,333,0.1,1 in 12,0.1,Pennsylvania,Male,Bachelor's degree,Republican,NA,NA,Strong Republican,NA,10,18-29,White/Caucasian,Catholic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Pennsylvania,Male,Bachelor's degree,Independent,NA,NA,NA,Closer to Republican,7,30-39,White/Caucasian,Catholic,No comments.,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.50 - 3.79,Kara works for a financial company,3.80 - 4.00,Very likely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,1,New York,Female,Bachelor's degree,Republican,NA,NA,Not very strong Republican,NA,7,50-64,White/Caucasian,Jewish,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,1,0,1,Representative of Reps.,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.001,Massachusetts,Male,Advanced degree,Democrat,NA,Not very strong Democrat,NA,NA,8,30-39,White/Caucasian,Atheist,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,0,1,3,Control,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.01,Maryland,Male,Bachelor's degree,Independent,NA,NA,NA,Closer to Democratic,9,30-39,Asian,Buddhist,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,0,1,3,Control,0
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Neither likely nor unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller,334,10,1 in 12,0.001,Illinois,Male,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,7,30-39,Black/African American,Agnostic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,1,0,1,Representative of Dems.,0
3.80 - 4.00,Kara works for an art museum,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Washington,Male,Bachelor's degree,Republican,NA,NA,Not very strong Republican,NA,3,18-29,White/Caucasian,Agnostic,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,0,1,3,Control,1
3.80 - 4.00,Kara works for a financial company,3.50 - 3.79,Somewhat unlikely,3.80 - 4.00,James works in sales,2.50 - 2.99,Linda is a bank teller,500,10,1 in 12,0.5,Texas,Male,High school degree or equivalent,Democrat,NA,Not very strong Democrat,NA,NA,6,18-29,White/Caucasian,Atheist,Good luck with your research.,control,white,Karen,NA,liberal,NA,0,0,0,1,0,0,2,Control,0
